Record_ID,Timestamp,Plant_Location,Production_Line,Machine_ID,Machine_Name,Machine_Type,Manufacturer,Model,Year_Installed,Operating_Hours,Motor_Temp_C,Ambient_Temp_C,Vibration_mm_s,RPM,Power_Draw_kW,Conveyor_Speed_m_min,Pressure_PSI,Hydraulic_Fluid_Temp_C,Noise_Level_dB,Product_Type,Batch_ID,Units_Produced,Defect_Count,Defect_Rate_Pct,Downtime_Minutes,Last_Maintenance_Date,Maintenance_Type,Days_Since_Maintenance,Firmware_Version,Sensor_Status,Error_Code,Error_Description,Operator_ID,Shift,Throughput_Units_Hr,OEE_Pct,Severity_Level,Severity_Description,Corrective_Action
REC-00237,2026-01-14 21:44:07,Milton-South,MIX-Line-C,MIL-CNV-1300-02,Modular Belt Conveyor,Conveying,Intralox,Series 2400,2018,55545,75.7,29.4,9.82,1010,7.2,21.4,109.4,43.8,85.2,Hamburger Buns,B-20260114-7960,23136,485,2.1,53,2025-06-01,Corrective,227,v3.4.0,All Normal,E2010,CIP cycle incomplete — residue detected,OP-1050,Afternoon (2PM-10PM),3251,55.8,2,Degraded Performance,Re-run CIP cycle and inspect spray nozzles
REC-00134,2026-01-16 16:27:02,Milton-South,CKE-Line-B,MIL-MIX-3100-01,Industrial Dough Mixer,Mixing,VMI,Phebus K1600,2018,46016,115.1,28.1,10.54,1148,77.7,14.8,147.0,80.6,81.3,Donuts,B-20260116-1646,10021,500,4.99,643,2025-12-01,Lubrication,46,v5.1.3,Degraded — Sensor #5,E3010,Food safety contamination alarm,OP-1048,Morning (6AM-2PM),10021,4.1,3,Critical Failure,Full line quarantine — QA investigation required
REC-00127,2026-01-18 08:30:36,Toronto-Main,PAS-Line-C,TOR-SLC-2100-03,Ultrasonic Slicer,Slicing,Bettendorf Stanford,UltraCut,2019,58458,40.7,29.2,2.57,2557,18.8,10.9,38.2,31.1,74.9,Bagels,B-20260118-5250,14215,51,0.36,0,2025-08-29,Calibration,142,v5.2.0,All Normal,E1004,Filter change indicator active,OP-1038,Night (10PM-6AM),1777,94.9,1,Normal Operation,Replace filter at next maintenance window
REC-00204,2026-01-19 08:13:50,Vaughan-North,DON-Line-A,VAU-PKG-0300-02,Palletizer Robot,Packaging,FANUC,M-410iC,2021,55340,52.0,19.1,1.87,3015,52.2,15.6,97.0,50.8,76.1,Pita,B-20260119-3886,10593,110,1.04,0,2025-01-28,Calibration,356,v3.4.0,Degraded — Sensor #2,E1006,Sensor reading intermittent,OP-1044,Night (10PM-6AM),1324,92.6,1,Normal Operation,Clean sensor housing
REC-00136,2026-01-19 19:25:21,Mississauga-East,PKG-Line-H,MIS-CLR-8100-05,Spiral Cooler,Cooling,IJ White,Ultra Spiral,2018,26887,49.5,21.7,2.45,1387,12.7,26.3,88.2,63.5,79.5,Cinnamon Rolls,B-20260119-6542,17509,232,1.33,0,2025-07-19,Corrective,184,v5.2.0,Offline — Sensor #1,E1002,Slight temperature drift detected,OP-1031,Afternoon (2PM-10PM),2189,82.7,1,Normal Operation,Recalibrate sensor at next PM
REC-00208,2026-01-20 17:32:30,Milton-South,CKE-Line-A,MIL-CIP-6600-01,CIP System,Sanitation,Alfa Laval,CIP Unit A3,2018,11311,105.9,26.8,9.33,2818,58.1,4.2,102.4,101.9,87.8,Whole Wheat Bread,B-20260120-6628,18031,2486,13.79,210,2025-04-25,Preventive,270,v6.0.1,Degraded — Sensor #5,E3005,Conveyor chain snapped,OP-1033,Afternoon (2PM-10PM),4007,13.5,3,Critical Failure,Emergency stop — replace chain and sprockets
REC-00384,2026-01-23 08:26:17,Mississauga-East,TRT-Line-B,MIS-OVN-6200-01,Rack Oven,Baking,Werner & Pfleiderer,Matador MD,2018,2002,50.6,24.2,1.49,327,94.2,10.4,82.9,38.3,69.7,Artisan Sourdough,B-20260123-5264,20578,32,0.16,0,2025-11-05,Inspection,79,v3.4.0,All Normal,E1001,Minor vibration threshold exceeded,OP-1010,Night (10PM-6AM),2572,95.3,1,Normal Operation,Monitor during next shift
REC-00410,2026-01-23 12:20:44,Vaughan-North,PKG-Line-G,VAU-PKG-0400-05,Labeling System,Packaging,Videojet,9550,2020,33520,63.9,22.6,4.09,2813,9.5,6.9,144.3,59.7,72.0,Flatbread,B-20260123-3098,16351,188,1.15,0,2025-08-24,Inspection,152,v5.2.0,Offline — Sensor #1,E1001,Minor vibration threshold exceeded,OP-1002,Afternoon (2PM-10PM),2044,97.5,1,Normal Operation,Monitor during next shift
REC-00123,2026-01-24 07:54:47,Mississauga-East,PKG-Line-H,MIS-DIV-4100-02,Volumetric Dough Divider,Dividing/Portioning,AMF Bakery,Flex Divider,2019,20049,36.2,24.7,4.06,1200,37.1,2.6,126.3,43.6,70.6,Pound Cake,B-20260124-2609,7969,39,0.5,0,2025-07-01,Predictive,207,v5.0.0,All Normal,E1006,Sensor reading intermittent,OP-1050,Afternoon (2PM-10PM),996,82.8,1,Normal Operation,Clean sensor housing
REC-00009,2026-01-24 10:00:48,Vaughan-North,DON-Line-B,VAU-DEC-3300-01,Robotic Decorator,Decorating,ABB,IRB 360,2021,12789,43.0,28.2,3.64,3308,25.8,22.1,40.1,43.4,84.4,Artisan Sourdough,B-20260124-1998,10776,73,0.68,0,2025-07-13,Preventive,195,v3.2.1,All Normal,E1006,Sensor reading intermittent,OP-1033,Night (10PM-6AM),1347,93.1,1,Normal Operation,Clean sensor housing
REC-00150,2026-01-26 19:46:29,Milton-South,MIX-Line-C,MIL-OVN-6300-02,Spiral Oven,Baking,Spooner,QuadraTherm,2020,8556,44.5,20.1,2.3,2421,73.5,10.9,75.7,30.2,69.9,Cinnamon Rolls,B-20260126-8145,9566,88,0.92,0,2025-09-02,Lubrication,146,v4.0.2,All Normal,E1003,Lubrication reminder triggered,OP-1031,Afternoon (2PM-10PM),1196,93.1,1,Normal Operation,Schedule lubrication
REC-00244,2026-02-01 01:10:04,Mississauga-East,PKG-Line-H,MIS-CIP-6600-05,CIP System,Sanitation,Alfa Laval,CIP Unit A3,2018,57990,42.9,31.7,2.86,1412,25.8,18.5,36.7,46.5,81.2,White Bread,B-20260201-6591,12970,73,0.57,15,2025-11-12,Corrective,81,v5.2.0,All Normal,E1006,Sensor reading intermittent,OP-1023,Afternoon (2PM-10PM),1674,87.6,1,Normal Operation,Clean sensor housing
REC-00241,2026-02-02 17:58:47,Toronto-Main,PKG-Line-D,TOR-QC-5600-05,Metal Detector,Quality Control,Mettler-Toledo,Safeline,2019,45158,46.8,31.7,3.28,1487,6.6,25.6,72.6,40.5,73.5,Pound Cake,B-20260202-5563,23879,351,1.47,0,2025-02-20,Emergency,347,v5.2.0,All Normal,E1002,Slight temperature drift detected,OP-1031,Night (10PM-6AM),2985,83.0,1,Normal Operation,Recalibrate sensor at next PM
REC-00320,2026-02-07 23:53:21,Milton-South,PKG-Line-F,MIL-DIV-4200-03,Rotary Moulder,Dividing/Portioning,Baker Perkins,TruClean,2017,12007,81.0,28.2,4.32,1325,51.9,20.5,130.3,74.6,93.7,English Muffins,B-20260207-7921,22713,1028,4.53,37,2025-10-22,Inspection,108,v5.1.3,Offline — Sensor #1,E2004,Excessive product defects detected,OP-1026,Morning (6AM-2PM),3076,78.1,2,Degraded Performance,Halt line — recalibrate depositor heads
REC-00221,2026-02-11 20:41:51,Brampton-West,BUN-Line-B,BRA-DIV-4100-01,Volumetric Dough Divider,Dividing/Portioning,AMF Bakery,Flex Divider,2019,44261,42.5,28.4,2.97,2301,24.2,24.0,83.1,35.2,82.9,Pita,B-20260211-6340,14231,190,1.34,0,2025-08-08,Overhaul,187,v5.1.3,Offline — Sensor #1,E1006,Sensor reading intermittent,OP-1050,Morning (6AM-2PM),1779,82.7,1,Normal Operation,Clean sensor housing
REC-00243,2026-02-12 11:01:18,Vaughan-North,FRY-Line-C,VAU-FRY-9900-03,Continuous Fryer,Frying,Heat and Control,MasterFryer,2018,55050,64.7,23.3,4.02,1982,68.6,7.0,105.7,65.1,82.7,Donuts,B-20260212-9052,14612,26,0.18,0,2025-05-11,Predictive,277,v5.0.0,All Normal,E0000,No fault detected,OP-1032,Morning (6AM-2PM),1826,87.0,1,Normal Operation,None required
REC-00250,2026-02-16 02:37:00,Toronto-Main,PAS-Line-C,TOR-WTR-7700-01,Reverse Osmosis Unit,Water Treatment,Pentair,RO-4800,2017,17602,44.9,21.1,2.84,537,32.2,29.2,77.1,41.4,76.8,Pound Cake,B-20260216-9740,12778,74,0.58,0,2025-04-14,Corrective,308,v5.1.3,All Normal,E1005,Belt tension marginal,OP-1031,Night (10PM-6AM),1597,97.0,1,Normal Operation,Inspect belt at next downtime
REC-00424,2026-02-18 02:13:59,Brampton-West,FRZ-Line-C,BRA-SHT-5200-02,Croissant Laminator,Sheeting/Laminating,Fritsch,CTL-800,2019,31058,55.7,25.8,2.14,582,36.2,17.9,110.5,55.5,74.3,Hot Dog Buns,B-20260218-2483,6480,61,0.95,0,2026-01-26,Corrective,23,v4.0.2,All Normal,E1003,Lubrication reminder triggered,OP-1038,Night (10PM-6AM),810,87.0,1,Normal Operation,Schedule lubrication
REC-00334,2026-02-18 14:38:38,Vaughan-North,DON-Line-B,VAU-OVN-6200-01,Rack Oven,Baking,Werner & Pfleiderer,Matador MD,2018,53951,50.0,24.0,3.57,2545,85.7,14.2,57.6,51.9,80.2,Cinnamon Rolls,B-20260218-3498,24396,85,0.35,15,2026-02-07,Predictive,11,v4.1.1,All Normal,E1005,Belt tension marginal,OP-1050,Morning (6AM-2PM),3148,95.3,1,Normal Operation,Inspect belt at next downtime
REC-00376,2026-02-20 18:09:09,Mississauga-East,PKG-Line-H,MIS-PKG-0100-02,Flow Wrapper,Packaging,Bosch,Pack 401,2020,13156,40.6,24.0,4.1,185,22.6,9.4,30.0,60.6,82.1,Brioche,B-20260220-8763,19608,41,0.21,0,2025-09-11,Preventive,162,v6.0.1,Offline — Sensor #1,E1002,Slight temperature drift detected,OP-1031,Morning (6AM-2PM),2451,92.7,1,Normal Operation,Recalibrate sensor at next PM
REC-00140,2026-02-22 05:50:53,Brampton-West,PKG-Line-E,BRA-MIX-3100-05,Industrial Dough Mixer,Mixing,VMI,Phebus K1600,2018,50248,60.2,20.4,2.43,3439,42.7,12.8,98.1,69.7,75.1,Flatbread,B-20260222-7859,20455,155,0.76,0,2026-01-28,Overhaul,25,v5.0.0,All Normal,E1006,Sensor reading intermittent,OP-1022,Afternoon (2PM-10PM),2557,93.1,1,Normal Operation,Clean sensor housing
REC-00363,2026-02-22 08:03:55,Toronto-Main,PKG-Line-D,TOR-DEP-1200-05,Piston Depositor,Depositing,Hinds-Bock,4P-16,2018,12423,35.8,27.9,0.55,422,18.8,2.7,115.4,74.3,77.7,Brioche,B-20260222-4056,8355,96,1.16,0,2025-09-09,Overhaul,166,v5.0.0,Offline — Sensor #1,E1001,Minor vibration threshold exceeded,OP-1035,Morning (6AM-2PM),1044,82.4,1,Normal Operation,Monitor during next shift
REC-00145,2026-02-23 16:59:50,Brampton-West,PKG-Line-E,BRA-FRY-9900-05,Continuous Fryer,Frying,Heat and Control,MasterFryer,2018,28438,54.9,32.0,1.82,3473,109.4,20.2,34.9,45.6,69.8,Cinnamon Rolls,B-20260223-1653,22865,100,0.44,10,2026-01-06,Lubrication,48,v5.2.0,Degraded — Sensor #2,E1003,Lubrication reminder triggered,OP-1025,Afternoon (2PM-10PM),2919,90.5,1,Normal Operation,Schedule lubrication
REC-00355,2026-02-24 22:54:03,Vaughan-North,FRY-Line-C,VAU-DIV-4100-05,Volumetric Dough Divider,Dividing/Portioning,AMF Bakery,Flex Divider,2019,44196,81.0,20.2,7.36,1735,41.8,8.2,133.6,60.1,88.7,Pita,B-20260224-9767,15732,320,2.04,28,2026-01-25,Corrective,30,v3.4.0,Degraded — Sensor #2,E2004,Excessive product defects detected,OP-1047,Morning (6AM-2PM),2088,62.8,2,Degraded Performance,Halt line — recalibrate depositor heads
REC-00400,2026-02-26 12:00:58,Vaughan-North,DON-Line-A,VAU-ING-8800-01,Ingredient Dosing System,Ingredient Handling,Brabender,FlexWall Plus,2020,17530,59.9,20.0,3.22,1437,21.3,12.1,146.8,70.4,72.5,Bagels,B-20260226-1510,5753,6,0.11,0,2025-11-13,Lubrication,105,v3.2.1,All Normal,E1005,Belt tension marginal,OP-1010,Night (10PM-6AM),719,96.0,1,Normal Operation,Inspect belt at next downtime
REC-00477,2026-02-28 01:55:56,Vaughan-North,DON-Line-B,VAU-FRY-9900-05,Continuous Fryer,Frying,Heat and Control,MasterFryer,2018,22608,117.0,25.4,14.09,3091,98.4,7.4,147.4,100.9,104.7,Donuts,B-20260228-1483,21779,1158,5.32,192,2026-02-24,Inspection,4,v3.4.0,Multiple Sensors Offline,E3001,Main drive motor failure,OP-1006,Morning (6AM-2PM),4537,33.8,3,Critical Failure,Replace motor — line down until repair
REC-00162,2026-03-08 08:42:52,Milton-South,MIX-Line-C,MIL-QC-5600-04,Metal Detector,Quality Control,Mettler-Toledo,Safeline,2019,38907,88.8,24.7,6.75,1156,6.8,19.7,149.2,60.5,85.7,English Muffins,B-20260308-7757,12070,375,3.11,90,2025-07-03,Preventive,248,v5.0.0,Degraded — Sensor #2,E2006,PLC communication intermittent,OP-1019,Morning (6AM-2PM),1857,78.3,2,Degraded Performance,Check wiring harness and PLC module
REC-00111,2026-03-08 15:09:51,Toronto-Main,PAS-Line-C,TOR-DEP-1200-02,Piston Depositor,Depositing,Hinds-Bock,4P-16,2018,4036,82.4,19.7,5.5,352,24.8,29.5,37.0,67.1,89.3,Hamburger Buns,B-20260308-5240,2957,92,3.12,117,2025-08-12,Preventive,208,v3.4.0,Degraded — Sensor #2,E2009,Freezer compressor cycling abnormally,OP-1042,Afternoon (2PM-10PM),489,76.4,2,Degraded Performance,Check refrigerant charge and compressor
REC-00144,2026-03-09 05:35:57,Toronto-Main,PKG-Line-D,TOR-DIV-4100-04,Volumetric Dough Divider,Dividing/Portioning,AMF Bakery,Flex Divider,2019,20291,52.5,31.0,1.52,2544,21.9,28.1,100.0,59.8,74.8,Artisan Sourdough,B-20260309-6866,2888,14,0.5,0,2025-05-28,Lubrication,285,v4.1.1,Degraded — Sensor #5,E1002,Slight temperature drift detected,OP-1034,Morning (6AM-2PM),361,82.6,1,Normal Operation,Recalibrate sensor at next PM
REC-00464,2026-03-10 05:36:40,Milton-South,MIX-Line-C,MIL-CLR-8100-03,Spiral Cooler,Cooling,IJ White,Ultra Spiral,2018,24346,79.9,28.9,8.01,1847,22.5,29.0,36.4,40.2,91.4,Hot Dog Buns,B-20260310-2970,18537,500,2.7,81,2025-07-03,Emergency,250,v4.0.2,Degraded — Sensor #5,E2008,Oven zone temperature inconsistency,OP-1020,Afternoon (2PM-10PM),2788,62.1,2,Degraded Performance,Inspect heating elements and thermocouples
REC-00445,2026-03-13 20:22:12,Vaughan-North,PKG-Line-G,VAU-PRF-7200-03,Retarder Proofer,Proofing,Revent,RPM-7020,2017,44195,50.7,25.4,2.01,818,21.8,12.6,106.9,32.9,69.5,Muffins,B-20260313-4675,5418,75,1.39,15,2025-12-23,Emergency,80,v3.4.0,Offline — Sensor #1,E1005,Belt tension marginal,OP-1023,Afternoon (2PM-10PM),699,84.7,1,Normal Operation,Inspect belt at next downtime
REC-00402,2026-03-19 07:31:55,Vaughan-North,FRY-Line-C,VAU-SLC-2100-02,Ultrasonic Slicer,Slicing,Bettendorf Stanford,UltraCut,2019,56788,44.9,28.5,3.7,572,22.3,14.5,144.5,48.4,66.6,Artisan Sourdough,B-20260319-9284,3004,44,1.47,0,2025-05-28,Lubrication,295,v6.0.1,Offline — Sensor #1,E1003,Lubrication reminder triggered,OP-1029,Afternoon (2PM-10PM),376,89.3,1,Normal Operation,Schedule lubrication
REC-00350,2026-03-21 02:58:05,Vaughan-North,DON-Line-B,VAU-FRZ-9100-04,Spiral Freezer,Freezing,JBT FoodTech,GYRoCOMPACT,2019,42569,59.7,24.6,4.4,1382,92.8,13.3,69.5,32.5,72.4,Naan,B-20260321-4190,9344,85,0.91,0,2026-02-20,Corrective,29,v3.4.0,Degraded — Sensor #2,E1002,Slight temperature drift detected,OP-1024,Night (10PM-6AM),1168,95.1,1,Normal Operation,Recalibrate sensor at next PM
REC-00199,2026-03-26 17:09:45,Milton-South,CKE-Line-B,MIL-OVN-6200-03,Rack Oven,Baking,Werner & Pfleiderer,Matador MD,2018,53442,73.3,22.8,4.15,2080,98.3,16.7,120.8,36.4,101.8,Danish Pastry,B-20260326-3174,7223,230,3.19,79,2026-03-06,Preventive,20,v6.0.1,Offline — Sensor #1,E2002,Hydraulic pressure out of range,OP-1046,Night (10PM-6AM),1081,59.2,2,Degraded Performance,Check hydraulic lines and seals
REC-00233,2026-03-27 00:38:32,Milton-South,CKE-Line-A,MIL-CNV-1400-01,Incline Conveyor,Conveying,Dorner,AquaPruf 7400,2019,2433,47.4,29.7,2.72,1285,10.3,3.2,127.4,67.6,71.1,Artisan Sourdough,B-20260327-8593,7857,84,1.07,0,2025-08-29,Preventive,210,v3.2.1,Degraded — Sensor #5,E1004,Filter change indicator active,OP-1017,Afternoon (2PM-10PM),982,85.2,1,Normal Operation,Replace filter at next maintenance window
REC-00042,2026-03-28 05:53:24,Toronto-Main,BRD-Line-A,TOR-CIP-6600-04,CIP System,Sanitation,Alfa Laval,CIP Unit A3,2018,52988,48.6,24.4,1.39,227,25.8,15.4,72.2,60.9,74.8,Pita,B-20260328-2204,3147,28,0.92,15,2025-09-23,Lubrication,186,v4.0.2,Degraded — Sensor #2,E1001,Minor vibration threshold exceeded,OP-1009,Afternoon (2PM-10PM),406,90.3,1,Normal Operation,Monitor during next shift
REC-00179,2026-03-28 09:51:37,Brampton-West,BUN-Line-B,BRA-DEC-3400-01,Icing Applicator,Decorating,FLM,SprayMaster 200,2020,52219,56.1,25.1,2.21,2793,9.5,30.0,77.6,45.9,71.3,English Muffins,B-20260328-7090,14011,22,0.16,0,2025-05-05,Calibration,327,v5.1.3,Offline — Sensor #1,E1007,Minor speed fluctuation logged,OP-1037,Night (10PM-6AM),1751,90.8,1,Normal Operation,Log and monitor
REC-00293,2026-03-29 13:15:09,Mississauga-East,PKG-Line-H,MIS-SHT-5100-01,Dough Sheeter,Sheeting/Laminating,Rademaker,Sigma Laminator,2021,11465,76.0,21.4,8.17,289,33.3,18.4,131.1,43.2,83.7,Cinnamon Rolls,B-20260329-1872,21126,551,2.61,69,2026-01-21,Emergency,67,v4.0.2,Offline — Sensor #1,E2004,Excessive product defects detected,OP-1014,Night (10PM-6AM),3084,81.4,2,Degraded Performance,Halt line — recalibrate depositor heads
REC-00321,2026-03-30 23:28:00,Milton-South,MIX-Line-C,MIL-CLR-8200-05,Ambient Cooling Conveyor,Cooling,Ashworth,Omni-Grid,2020,27806,60.5,24.2,3.34,2076,10.5,6.1,48.4,63.7,79.7,White Bread,B-20260330-6934,24288,167,0.69,0,2026-02-08,Corrective,50,v4.0.2,All Normal,E0000,No fault detected,OP-1028,Night (10PM-6AM),3036,91.2,1,Normal Operation,None required
REC-00374,2026-04-04 16:50:33,Vaughan-North,FRY-Line-C,VAU-DEP-1200-01,Piston Depositor,Depositing,Hinds-Bock,4P-16,2018,62747,41.4,21.8,2.09,500,13.1,12.7,140.6,38.7,68.8,Donuts,B-20260404-5520,17852,116,0.65,0,2025-06-26,Inspection,282,v5.2.0,Degraded — Sensor #2,E1006,Sensor reading intermittent,OP-1044,Morning (6AM-2PM),2232,82.9,1,Normal Operation,Clean sensor housing
REC-00433,2026-04-11 03:08:47,Milton-South,CKE-Line-A,MIL-CLR-8100-04,Spiral Cooler,Cooling,IJ White,Ultra Spiral,2018,36846,64.5,25.2,6.02,2617,23.5,14.7,26.3,42.7,83.0,Pound Cake,B-20260411-8540,12529,597,4.77,90,2025-09-26,Preventive,197,v5.1.3,Degraded — Sensor #5,E2002,Hydraulic pressure out of range,OP-1028,Afternoon (2PM-10PM),1928,62.0,2,Degraded Performance,Check hydraulic lines and seals
REC-00121,2026-04-11 21:25:27,Vaughan-North,DON-Line-B,VAU-CIP-6600-03,CIP System,Sanitation,Alfa Laval,CIP Unit A3,2018,7174,107.6,28.6,23.31,808,57.8,6.7,47.5,77.7,81.1,Hamburger Buns,B-20260411-8133,7116,910,12.8,270,2025-09-20,Predictive,203,v5.0.0,Multiple Sensors Offline,E3001,Main drive motor failure,OP-1047,Morning (6AM-2PM),2033,6.6,3,Critical Failure,Replace motor — line down until repair
REC-00324,2026-04-13 07:04:02,Mississauga-East,PKG-Line-H,MIS-SHT-5100-05,Dough Sheeter,Sheeting/Laminating,Rademaker,Sigma Laminator,2021,56863,57.6,26.4,1.33,837,17.6,14.5,60.9,31.8,76.5,Donuts,B-20260413-2438,18931,187,0.99,0,2025-06-17,Emergency,300,v3.2.1,Degraded — Sensor #2,E1001,Minor vibration threshold exceeded,OP-1008,Night (10PM-6AM),2366,84.9,1,Normal Operation,Monitor during next shift
REC-00273,2026-04-14 20:58:22,Milton-South,PKG-Line-F,MIL-OVN-6300-05,Spiral Oven,Baking,Spooner,QuadraTherm,2020,37441,50.6,25.6,3.53,1159,67.6,23.7,114.4,74.4,67.2,Whole Wheat Bread,B-20260414-7110,9011,21,0.24,0,2025-11-19,Lubrication,146,v3.4.0,All Normal,E1004,Filter change indicator active,OP-1049,Night (10PM-6AM),1126,96.2,1,Normal Operation,Replace filter at next maintenance window
REC-00347,2026-04-16 21:57:10,Mississauga-East,PKG-Line-H,MIS-FRY-9900-05,Continuous Fryer,Frying,Heat and Control,MasterFryer,2018,55831,50.8,21.3,3.61,111,78.1,25.8,67.1,51.3,67.7,Hot Dog Buns,B-20260416-1976,11947,145,1.22,0,2025-12-19,Lubrication,118,v4.0.2,All Normal,E1006,Sensor reading intermittent,OP-1030,Morning (6AM-2PM),1493,93.2,1,Normal Operation,Clean sensor housing
REC-00157,2026-04-17 18:02:19,Toronto-Main,PKG-Line-D,TOR-ING-8900-04,Flour Sifter,Ingredient Handling,Kason,Vibroscreen,2016,26273,41.9,29.3,3.71,3219,18.0,18.1,75.3,41.5,80.3,Hamburger Buns,B-20260417-5641,20104,237,1.18,0,2026-03-25,Calibration,23,v5.0.0,Offline — Sensor #1,E1006,Sensor reading intermittent,OP-1001,Night (10PM-6AM),2513,87.6,1,Normal Operation,Clean sensor housing
REC-00407,2026-04-18 14:18:42,Mississauga-East,TRT-Line-B,MIS-MIX-3100-04,Industrial Dough Mixer,Mixing,VMI,Phebus K1600,2018,56559,63.3,24.4,2.78,548,62.1,27.7,35.6,70.0,74.9,Hamburger Buns,B-20260418-3241,9624,105,1.1,5,2026-04-04,Corrective,14,v5.1.3,Degraded — Sensor #2,E1004,Filter change indicator active,OP-1048,Morning (6AM-2PM),1216,84.0,1,Normal Operation,Replace filter at next maintenance window
REC-00462,2026-04-18 20:08:26,Milton-South,CKE-Line-A,MIL-CIP-6600-04,CIP System,Sanitation,Alfa Laval,CIP Unit A3,2018,51068,50.4,19.3,3.72,1754,30.4,19.2,52.5,41.3,79.6,Bagels,B-20260418-6384,23780,49,0.21,15,2025-06-29,Inspection,293,v5.0.0,Degraded — Sensor #5,E1003,Lubrication reminder triggered,OP-1021,Afternoon (2PM-10PM),3068,83.3,1,Normal Operation,Schedule lubrication
REC-00146,2026-04-19 05:30:24,Milton-South,CKE-Line-A,MIL-ING-8900-03,Flour Sifter,Ingredient Handling,Kason,Vibroscreen,2016,35705,43.9,20.3,3.11,3267,15.3,2.2,28.5,60.2,80.5,Naan,B-20260419-2702,7236,34,0.48,0,2025-08-01,Calibration,261,v3.4.0,Degraded — Sensor #5,E0000,No fault detected,OP-1002,Afternoon (2PM-10PM),904,97.2,1,Normal Operation,None required
REC-00468,2026-04-20 19:36:57,Mississauga-East,PKG-Line-H,MIS-PRF-7100-01,Continuous Proofer,Proofing,Auto-Bake,SerpSystem,2019,59686,71.4,20.4,9.35,3007,25.6,24.2,118.6,40.1,82.6,Brioche,B-20260420-4953,22287,421,1.89,74,2025-10-27,Inspection,175,v5.2.0,Offline — Sensor #1,E2001,Motor overheating — thermal cutoff warning,OP-1004,Night (10PM-6AM),3294,66.5,2,Degraded Performance,Reduce load and inspect cooling system
REC-00395,2026-04-21 01:34:11,Mississauga-East,TRT-Line-A,MIS-DIV-4200-03,Rotary Moulder,Dividing/Portioning,Baker Perkins,TruClean,2017,61010,74.6,28.4,4.47,963,31.1,22.3,122.4,31.6,85.9,Pita,B-20260421-8434,4243,198,4.69,81,2025-09-22,Preventive,211,v6.0.1,All Normal,E2010,CIP cycle incomplete — residue detected,OP-1018,Afternoon (2PM-10PM),638,61.2,2,Degraded Performance,Re-run CIP cycle and inspect spray nozzles
REC-00164,2026-04-21 03:36:43,Toronto-Main,PKG-Line-D,TOR-CNV-1300-05,Modular Belt Conveyor,Conveying,Intralox,Series 2400,2018,22671,86.1,21.1,6.94,2462,7.1,16.7,75.0,72.3,80.8,Brioche,B-20260421-7450,22989,1137,4.95,80,2025-08-11,Predictive,253,v6.0.1,All Normal,E2010,CIP cycle incomplete — residue detected,OP-1045,Night (10PM-6AM),3448,62.6,2,Degraded Performance,Re-run CIP cycle and inspect spray nozzles
REC-00226,2026-04-22 15:26:47,Mississauga-East,TRT-Line-B,MIS-SHT-5200-05,Croissant Laminator,Sheeting/Laminating,Fritsch,CTL-800,2019,59727,75.4,23.1,9.46,2635,33.3,12.3,104.3,61.7,94.0,Muffins,B-20260422-3267,11474,317,2.77,21,2025-11-01,Overhaul,172,v3.4.0,Offline — Sensor #1,E2001,Motor overheating — thermal cutoff warning,OP-1048,Night (10PM-6AM),1500,58.0,2,Degraded Performance,Reduce load and inspect cooling system
REC-00013,2026-04-27 13:04:49,Toronto-Main,PAS-Line-C,TOR-PRF-7100-04,Continuous Proofer,Proofing,Auto-Bake,SerpSystem,2019,10352,62.0,25.8,1.34,1764,25.7,23.0,140.3,40.7,68.3,Donuts,B-20260427-7755,1312,4,0.37,0,2026-04-05,Predictive,22,v5.1.3,All Normal,E0000,No fault detected,OP-1043,Night (10PM-6AM),164,87.7,1,Normal Operation,None required
REC-00020,2026-04-28 09:17:17,Mississauga-East,TRT-Line-B,MIS-WTR-7700-02,Reverse Osmosis Unit,Water Treatment,Pentair,RO-4800,2017,19887,45.1,30.9,3.22,2648,40.8,27.4,96.9,59.8,66.7,Naan,B-20260428-3223,15628,95,0.61,0,2025-09-16,Predictive,224,v3.2.1,All Normal,E1006,Sensor reading intermittent,OP-1025,Afternoon (2PM-10PM),1954,95.4,1,Normal Operation,Clean sensor housing
REC-00253,2026-04-30 20:46:11,Milton-South,PKG-Line-F,MIL-MIX-3200-01,High-Speed Batter Blender,Mixing,Shaffer,BM-2400,2020,44033,58.7,26.1,1.04,553,35.8,16.5,146.1,67.4,80.3,Naan,B-20260430-6233,15294,91,0.6,15,2025-06-05,Inspection,329,v4.0.2,All Normal,E1007,Minor speed fluctuation logged,OP-1012,Night (10PM-6AM),1973,86.9,1,Normal Operation,Log and monitor
REC-00043,2026-05-01 20:12:34,Milton-South,PKG-Line-F,MIL-ING-8900-03,Flour Sifter,Ingredient Handling,Kason,Vibroscreen,2016,31734,58.8,21.0,0.96,1949,18.5,13.6,127.6,47.9,79.6,English Muffins,B-20260501-7992,10740,105,0.98,5,2025-08-15,Emergency,259,v5.1.3,Degraded — Sensor #5,E1001,Minor vibration threshold exceeded,OP-1044,Afternoon (2PM-10PM),1357,93.5,1,Normal Operation,Monitor during next shift
